category,agency,account,project,state,amount,origination,requestor_one_full_name,requestor_one_bioguide_id,requestor_one_chamber,requestor_one_party,requestor_two_full_name,requestor_two_bioguide_id,requestor_two_chamber,requestor_two_party,member_state,LES,"Agriculture, Rural Development, Food and Drug Administration, and Related Agencies","Commerce, Justice, Science, and Related Agencies",Defense,"Energy and Water Development, and Related Agencies",Financial Services and General Government,Homeland Security,"Interior, Environment, and Related Agencies","Labor, Health and Human Services, Education, and Related Agencies","Military Construction, Veterans Affairs, and Related Agencies","Transportation, and Housing and Urban Development, and Related Agencies",Relevant_Committee,party_status_majority
"Transportation, and Housing and Urban Development, and Related Agencies",Department of Housing and Urban Development,Community Development Fund,Brighton Area Fire Authority,MI,1380000.0,H,Elissa Slotkin,S001208,rep,Democrat,None,None,None,None,MI,2.6208057403564453,0,0,1,0,0,1,0,0,1,0,0,1
"Transportation, and Housing and Urban Development, and Related Agencies",Department of Housing and Urban Development,Community Development Fund,Memorial Grove All Abilities Park,MI,797000.0,H,Elissa Slotkin,S001208,rep,Democrat,None,None,None,None,MI,2.6208057403564453,0,0,1,0,0,1,0,0,1,0,0,1
"Transportation, and Housing and Urban Development, and Related Agencies",Department of Housing and Urban Development,Community Development Fund,SMART Park capital improvements,MI,2000000.0,H,Fred Upton,U000031,rep,Republican,None,None,None,None,MI,0.2177533507347107,0,1,0,0,0,0,0,0,0,0,0,0
"Transportation, and Housing and Urban Development, and Related Agencies",Department of Housing and Urban Development,Community Development Fund,"Replace the oldest, least quality, and least reliable water mains",MI,3000000.0,H,Elissa Slotkin,S001208,rep,Democrat,None,None,None,None,MI,2.6208057403564453,0,0,1,0,0,1,0,0,1,0,0,1
"Transportation, and Housing and Urban Development, and Related Agencies",Department of Housing and Urban Development,Community Development Fund,Addison Twp. Library Building,MI,500000.0,H,Elissa Slotkin,S001208,rep,Democrat,None,None,None,None,MI,2.6208057403564453,0,0,1,0,0,1,0,0,1,0,0,1
"Transportation, and Housing and Urban Development, and Related Agencies",Department of Housing and Urban Development,Community Development Fund,Improvements to Fauver-Martin Club for the benefit of Highland Park,MI,2000000.0,H,Rashida Tlaib,T000481,rep,Democrat,None,None,None,None,MI,0.507649302482605,0,0,0,0,1,0,1,0,0,0,0,1
"Transportation, and Housing and Urban Development, and Related Agencies",Department of Housing and Urban Development,Community Development Fund,Lenawee Economic Development Corporation—City of AdrianLenawee County Kiwanis Trail Connector,MI,3000000.0,H,Tim Walberg,W000798,rep,Republican,None,None,None,None,MI,0.40957263112068176,0,1,0,0,0,0,0,1,0,0,0,0
"Transportation, and Housing and Urban Development, and Related Agencies",Department of Housing and Urban Development,Community Development Fund,Northside Association for Community Development—Residents Implementing Our Plan—Collaborative,MI,2000000.0,H,Fred Upton,U000031,rep,Republican,None,None,None,None,MI,0.2177533507347107,0,1,0,0,0,0,0,0,0,0,0,0
"Transportation, and Housing and Urban Development, and Related Agencies",Department of Housing and Urban Development,Community Development Fund,Ruth Ellis Center on Clairmount (REC Center),MI,1000000.0,H,Rashida Tlaib,T000481,rep,Democrat,None,None,None,None,MI,0.507649302482605,0,0,0,0,1,0,1,0,0,0,0,1
"Transportation, and Housing and Urban Development, and Related Agencies",Department of Housing and Urban Development,Community Development Fund,Saline Pump Station and Utility Improvements,MI,599999.0,H,Tim Walberg,W000798,rep,Republican,None,None,None,None,MI,0.40957263112068176,0,1,0,0,0,0,0,1,0,0,0,0
"Transportation, and Housing and Urban Development, and Related Agencies",Department of Housing and Urban Development,Community Development Fund,Veterans Park and Hamtramck Stadium Restroom Renovation,MI,653989.0,H,Brenda L. Lawrence,L000581,rep,Democrat,None,None,None,None,MI,0.5853530168533325,0,0,0,0,1,0,0,0,0,0,0,1
"Transportation, and Housing and Urban Development, and Related Agencies",Department of Housing and Urban Development,Community Development Fund,Hope Network—Eastpointe Commons: Redeveloping Fulton Manor affordable housing,MI,3000000.0,H,Peter Meijer,M001186,rep,Republican,None,None,None,None,MI,0.795071005821228,0,1,0,1,0,1,0,0,0,0,0,0
"Transportation, and Housing and Urban Development, and Related Agencies",Department of Housing and Urban Development,Community Development Fund,Stoudamire Wellness HUB,MI,1787725.0,H,Rashida Tlaib,T000481,rep,Democrat,None,None,None,None,MI,0.507649302482605,0,0,0,0,1,0,1,0,0,0,0,1
"Transportation, and Housing and Urban Development, and Related Agencies",Department of Housing and Urban Development,Community Development Fund,Gourdy Ampitheater Project,MI,550000.0,H,Rashida Tlaib,T000481,rep,Democrat,None,None,None,None,MI,0.507649302482605,0,0,0,0,1,0,1,0,0,0,0,1
"Transportation, and Housing and Urban Development, and Related Agencies",Department of Housing and Urban Development,Community Development Fund,Inkster Senior Wellness Center,MI,2500000.0,H,Rashida Tlaib,T000481,rep,Democrat,None,None,None,None,MI,0.507649302482605,0,0,0,0,1,0,1,0,0,0,0,1
"Transportation, and Housing and Urban Development, and Related Agencies",Department of Housing and Urban Development,Community Development Fund,Detroit Energy Efficiency and Home Improvement Program,MI,2000000.0,H,Rashida Tlaib,T000481,rep,Democrat,None,None,None,None,MI,0.507649302482605,0,0,0,0,1,0,1,0,0,0,0,1
"Transportation, and Housing and Urban Development, and Related Agencies",Department of Housing and Urban Development,Community Development Fund,Southwest Detroit Creative Connections Collaborative,MI,2000000.0,H,Rashida Tlaib,T000481,rep,Democrat,None,None,None,None,MI,0.507649302482605,0,0,0,0,1,0,1,0,0,0,0,1
"Transportation, and Housing and Urban Development, and Related Agencies",Department of Housing and Urban Development,Community Development Fund,"City of Virginia 2021/2023 Street and Infrastructure Improvements Project—Phase One, Stage Two",MN,3000000.0,H,Pete Stauber,S001212,rep,Republican,None,None,None,None,MN,0.7542343139648438,1,0,0,1,0,0,1,1,0,1,1,0
"Transportation, and Housing and Urban Development, and Related Agencies",Department of Housing and Urban Development,Community Development Fund,International Institute of Minnesota,MN,1500000.0,H,Betty McCollum,M001143,rep,Democrat,None,None,None,None,MN,1.017655849456787,0,0,0,0,1,0,1,0,0,0,0,1
"Transportation, and Housing and Urban Development, and Related Agencies",Department of Housing and Urban Development,Community Development Fund,"Minneapolis American Indian Center, All Roads Campaign",MN,3000000.0,H,Ilhan Omar,O000173,rep,Democrat,None,None,None,None,MN,0.9174593091011047,0,0,0,0,0,1,0,1,0,0,0,1
"Transportation, and Housing and Urban Development, and Related Agencies",Department of Housing and Urban Development,Community Development Fund,North Commons Regional Vision,MN,2000000.0,H,Ilhan Omar,O000173,rep,Democrat,None,None,None,None,MN,0.9174593091011047,0,0,0,0,0,1,0,1,0,0,0,1
"Transportation, and Housing and Urban Development, and Related Agencies",Department of Housing and Urban Development,Community Development Fund,Wadaag Commons,MN,1800000.0,H,Ilhan Omar,O000173,rep,Democrat,Amy Klobuchar,K000367,sen,Democrat,MN,0.9174593091011047,0,0,0,0,0,1,0,1,0,0,0,1
"Transportation, and Housing and Urban Development, and Related Agencies",Department of Housing and Urban Development,Community Development Fund,City of Carver Flood Protection,MN,2500000.0,H,Tom Emmer,E000294,rep,Republican,None,None,None,None,MN,1.1326651573181152,0,0,0,0,1,0,0,0,0,0,0,0
"Transportation, and Housing and Urban Development, and Related Agencies",Department of Housing and Urban Development,Community Development Fund,City of Richmond Sewer and Water Improvements,MN,2000000.0,H,Tom Emmer,E000294,rep,Republican,None,None,None,None,MN,1.1326651573181152,0,0,0,0,1,0,0,0,0,0,0,0
"Transportation, and Housing and Urban Development, and Related Agencies",Department of Housing and Urban Development,Community Development Fund,Water treatment,MN,4000000.0,H,Dean Phillips,P000616,rep,Democrat,None,None,None,None,MN,1.3348413705825806,0,0,0,0,0,1,0,1,0,0,0,1
"Transportation, and Housing and Urban Development, and Related Agencies",Department of Housing and Urban Development,Community Development Fund,Southwest Chaska Business Park Development—Sewer Extension,MN,2000000.0,H,Dean Phillips,P000616,rep,Democrat,Amy Klobuchar,K000367,sen,Democrat,MN,1.3348413705825806,0,0,0,0,0,1,0,1,0,0,0,1
"Transportation, and Housing and Urban Development, and Related Agencies",Department of Housing and Urban Development,Community Development Fund,Manitou Road Water Main Improvements,MN,3000000.0,H,Dean Phillips,P000616,rep,Democrat,None,None,None,None,MN,1.3348413705825806,0,0,0,0,0,1,0,1,0,0,0,1
"Transportation, and Housing and Urban Development, and Related Agencies",Department of Housing and Urban Development,Community Development Fund,Minnesota State Commercial Driving Skills Center,MN,1175000.0,H,Angie Craig,C001119,rep,Democrat,None,None,None,None,MN,1.898490309715271,1,1,0,0,0,0,0,1,0,0,0,1
"Transportation, and Housing and Urban Development, and Related Agencies",Department of Housing and Urban Development,Community Development Fund,Shoppes at Cottage View,MN,3000000.0,H,Angie Craig,C001119,rep,Democrat,Amy Klobuchar,K000367,sen,Democrat,MN,1.898490309715271,1,1,0,0,0,0,0,1,0,0,0,1
"Transportation, and Housing and Urban Development, and Related Agencies",Department of Housing and Urban Development,Community Development Fund,Gateway Regional Park West River Road Pedestrian Underpass,MN,1250000.0,H,Dean Phillips,P000616,rep,Democrat,Amy Klobuchar,K000367,sen,Democrat,MN,1.3348413705825806,0,0,0,0,0,1,0,1,0,0,0,1
"Transportation, and Housing and Urban Development, and Related Agencies",Department of Housing and Urban Development,Community Development Fund,City of Wabasha Riverfront Revitalization Project,MN,138434.0,H,Angie Craig,C001119,rep,Democrat,Amy Klobuchar,K000367,sen,Democrat,MN,1.898490309715271,1,1,0,0,0,0,0,1,0,0,0,1
"Transportation, and Housing and Urban Development, and Related Agencies",Department of Housing and Urban Development,Community Development Fund,Harmony Village,MO,887000.0,H,Cori Bush,B001224,rep,Democrat,None,None,None,None,MO,0.40203094482421875,0,1,0,0,1,0,0,0,0,0,0,1
"Transportation, and Housing and Urban Development, and Related Agencies",Department of Housing and Urban Development,Community Development Fund,Mildred’s Casa de Paz,MO,165300.0,H,Cori Bush,B001224,rep,Democrat,None,None,None,None,MO,0.40203094482421875,0,1,0,0,1,0,0,0,0,0,0,1
"Transportation, and Housing and Urban Development, and Related Agencies",Department of Housing and Urban Development,Community Development Fund,Wellston Loop Mixed Use Development Project,MO,916900.0,H,Cori Bush,B001224,rep,Democrat,None,None,None,None,MO,0.40203094482421875,0,1,0,0,1,0,0,0,0,0,0,1
"Transportation, and Housing and Urban Development, and Related Agencies",Department of Housing and Urban Development,Community Development Fund,The Brunswick,MO,1000000.0,H,Emanuel Cleaver,C001061,rep,Democrat,None,None,None,None,MO,1.3080397844314575,0,0,0,0,1,1,0,0,0,0,0,1
"Transportation, and Housing and Urban Development, and Related Agencies",Department of Housing and Urban Development,Community Development Fund,Grundy County Commission— Thompson River Bridge Bank Stabilization Project,MO,508420.0,H,Sam Graves,G000546,rep,Republican,None,None,None,None,MO,1.5758612155914307,1,0,1,1,0,0,0,0,1,1,1,0
"Transportation, and Housing and Urban Development, and Related Agencies",Department of Housing and Urban Development,Community Development Fund,Centertown Wastewater Collection System,MO,3000000.0,H,Blaine Luetkemeyer,L000569,rep,Republican,None,None,None,None,MO,1.1450607776641846,0,0,0,0,1,0,0,1,0,0,0,0
"Transportation, and Housing and Urban Development, and Related Agencies",Department of Housing and Urban Development,Community Development Fund,Mattie Rhodes Cultural Center,MO,1259000.0,H,Emanuel Cleaver,C001061,rep,Democrat,None,None,None,None,MO,1.3080397844314575,0,0,0,0,1,1,0,0,0,0,0,1
"Transportation, and Housing and Urban Development, and Related Agencies",Department of Housing and Urban Development,Community Development Fund,Second Harvest Community Food Bank Van Purchase,MO,50000.0,H,Sam Graves,G000546,rep,Republican,None,None,None,None,MO,1.5758612155914307,1,0,1,1,0,0,0,0,1,1,1,0
"Transportation, and Housing and Urban Development, and Related Agencies",Department of Housing and Urban Development,Community Development Fund,Building Improvements and Accessibility at E 59th Street and Raytown Trafficway,MO,200000.0,H,Emanuel Cleaver,C001061,rep,Democrat,None,None,None,None,MO,1.3080397844314575,0,0,0,0,1,1,0,0,0,0,0,1
"Transportation, and Housing and Urban Development, and Related Agencies",Department of Housing and Urban Development,Community Development Fund,Regional Affordable Housing Initiative,MO,3000000.0,H,Emanuel Cleaver,C001061,rep,Democrat,None,None,None,None,MO,1.3080397844314575,0,0,0,0,1,1,0,0,0,0,0,1
"Transportation, and Housing and Urban Development, and Related Agencies",Department of Housing and Urban Development,Community Development Fund,City of Joplin—Mainstreet Streetscaping,MO,3000000.0,H,Billy Long,L000576,rep,Republican,None,None,None,None,MO,0.7960891723632812,0,1,0,0,0,0,0,0,0,0,0,0
"Transportation, and Housing and Urban Development, and Related Agencies",Department of Housing and Urban Development,Community Development Fund,Generator and structure to house generator for Guma Esperansa,MP,50000.0,H,Gregorio Kilili Camacho Sablan,S001177,rep,Democrat,None,None,None,None,MP,0.9053357839584351,1,0,0,0,0,0,1,1,1,0,0,1
"Transportation, and Housing and Urban Development, and Related Agencies",Department of Housing and Urban Development,Community Development Fund,Lowndes County Industrial Development Authority—Waterline Upgrade and Replacement,MS,500000.0,H,Trent Kelly,K000388,rep,Republican,None,None,None,None,MS,0.27049142122268677,1,0,1,0,1,1,0,0,1,0,0,0
"Transportation, and Housing and Urban Development, and Related Agencies",Department of Housing and Urban Development,Community Development Fund,East Lagoon Wastewater Station,MS,1000000.0,H,Trent Kelly,K000388,rep,Republican,None,None,None,None,MS,0.27049142122268677,1,0,1,0,1,1,0,0,1,0,0,0
"Transportation, and Housing and Urban Development, and Related Agencies",Department of Housing and Urban Development,Community Development Fund,"Jackson State University Center for Living, Learning and Cultural Engagement",MS,3000000.0,H,Bennie G. Thompson,T000193,rep,Democrat,None,None,None,None,MS,1.4277299642562866,0,0,0,0,0,1,0,0,0,0,0,1
"Transportation, and Housing and Urban Development, and Related Agencies",Department of Housing and Urban Development,Community Development Fund,Rural Hinds County Utilization Project,MS,1465000.0,H,Bennie G. Thompson,T000193,rep,Democrat,None,None,None,None,MS,1.4277299642562866,0,0,0,0,0,1,0,0,0,0,0,1
"Transportation, and Housing and Urban Development, and Related Agencies",Department of Housing and Urban Development,Community Development Fund,City of Diamondhead Commercial District Transformation Project,MS,1000000.0,H,Steven M. Palazzo,P000601,rep,Republican,None,None,None,None,MS,0.12363115698099136,0,0,0,0,1,0,0,0,0,0,0,0
"Transportation, and Housing and Urban Development, and Related Agencies",Department of Housing and Urban Development,Community Development Fund,Allen Street repairs,NC,200000.0,H,Madison Cawthorn,C001104,rep,Republican,None,None,None,None,NC,0.8869126439094543,0,0,0,0,0,0,0,1,1,0,0,0
"Transportation, and Housing and Urban Development, and Related Agencies",Department of Housing and Urban Development,Community Development Fund,Greensboro Innovation District,NC,3000000.0,H,Kathy E. Manning,M001135,rep,Democrat,None,None,None,None,NC,0.6516103148460388,0,0,0,0,0,1,0,1,0,0,0,1
"Transportation, and Housing and Urban Development, and Related Agencies",Department of Housing and Urban Development,Community Development Fund,High Point Shelter and Day Center for the Homeless,NC,3000000.0,H,Kathy E. Manning,M001135,rep,Democrat,None,None,None,None,NC,0.6516103148460388,0,0,0,0,0,1,0,1,0,0,0,1
"Transportation, and Housing and Urban Development, and Related Agencies",Department of Housing and Urban Development,Community Development Fund,High Point Multi-Modal Connector Greenway,NC,1500000.0,H,Kathy E. Manning,M001135,rep,Democrat,None,None,None,None,NC,0.6516103148460388,0,0,0,0,0,1,0,1,0,0,0,1
"Transportation, and Housing and Urban Development, and Related Agencies",Department of Housing and Urban Development,Community Development Fund,LED lighting upgrades,NC,190000.0,H,Kathy E. Manning,M001135,rep,Democrat,None,None,None,None,NC,0.6516103148460388,0,0,0,0,0,1,0,1,0,0,0,1
"Transportation, and Housing and Urban Development, and Related Agencies",Department of Housing and Urban Development,Community Development Fund,Depot Hill Economic Development,NC,750000.0,H,David E. Price,P000523,rep,Democrat,None,None,None,None,NC,0.49647241830825806,0,0,0,0,1,0,0,0,0,0,0,1
"Transportation, and Housing and Urban Development, and Related Agencies",Department of Housing and Urban Development,Community Development Fund,Downtown Economic Revitalization,NC,700000.0,H,David E. Price,P000523,rep,Democrat,None,None,None,None,NC,0.49647241830825806,0,0,0,0,1,0,0,0,0,0,0,1
"Transportation, and Housing and Urban Development, and Related Agencies",Department of Housing and Urban Development,Community Development Fund,Harriet’s Place Renovations— Harriet Tubman YWCA,NC,1000000.0,H,David E. Price,P000523,rep,Democrat,None,None,None,None,NC,0.49647241830825806,0,0,0,0,1,0,0,0,0,0,0,1
"Transportation, and Housing and Urban Development, and Related Agencies",Department of Housing and Urban Development,Community Development Fund,Homestead Gardens Affordable Housing,NC,2000000.0,H,David E. Price,P000523,rep,Democrat,None,None,None,None,NC,0.49647241830825806,0,0,0,0,1,0,0,0,0,0,0,1
"Transportation, and Housing and Urban Development, and Related Agencies",Department of Housing and Urban Development,Community Development Fund,"King’s Ridge permanent, supportive housing",NC,2000000.0,H,Deborah K. Ross,R000305,rep,Democrat,None,None,None,None,NC,1.2119803428649902,0,1,0,1,0,0,0,0,0,0,0,1
"Transportation, and Housing and Urban Development, and Related Agencies",Department of Housing and Urban Development,Community Development Fund,Town of Garner Streetscape and Parking Improvements on Rand Mill Road,NC,1030405.0,H,Deborah K. Ross,R000305,rep,Democrat,None,None,None,None,NC,1.2119803428649902,0,1,0,1,0,0,0,0,0,0,0,1
"Transportation, and Housing and Urban Development, and Related Agencies",Department of Housing and Urban Development,Community Development Fund,Hoke Townhomes Development,NC,400000.0,H,Alma S. Adams,A000370,rep,Democrat,None,None,None,None,NC,0.9312072396278381,1,0,0,0,1,0,0,1,0,0,0,1
"Transportation, and Housing and Urban Development, and Related Agencies",Department of Housing and Urban Development,Community Development Fund,Grier Heights Master-Planned Community Project,NC,3000000.0,H,Alma S. Adams,A000370,rep,Democrat,None,None,None,None,NC,0.9312072396278381,1,0,0,0,1,0,0,1,0,0,0,1
"Transportation, and Housing and Urban Development, and Related Agencies",Department of Housing and Urban Development,Community Development Fund,Three Sisters Market Food Cooperative,NC,750000.0,H,Alma S. Adams,A000370,rep,Democrat,None,None,None,None,NC,0.9312072396278381,1,0,0,0,1,0,0,1,0,0,0,1
"Transportation, and Housing and Urban Development, and Related Agencies",Department of Housing and Urban Development,Community Development Fund,Town of Four Oaks Streetscape and Safety Improvements,NC,3000000.0,H,David Rouzer,R000603,rep,Republican,None,None,None,None,NC,0.5238847136497498,1,0,0,1,0,0,0,0,0,1,1,0
"Transportation, and Housing and Urban Development, and Related Agencies",Department of Housing and Urban Development,Community Development Fund,ARISE housing for young adults transitioning out of foster care,NC,2085540.0,H,G. K. Butterfield,B001251,rep,Democrat,None,None,None,None,NC,0.5466175675392151,0,1,0,0,0,0,0,0,0,0,0,1
"Transportation, and Housing and Urban Development, and Related Agencies",Department of Housing and Urban Development,Community Development Fund,Northampton County Workforce Housing,NC,3000000.0,H,G. K. Butterfield,B001251,rep,Democrat,None,None,None,None,NC,0.5466175675392151,0,1,0,0,0,0,0,0,0,0,0,1
"Transportation, and Housing and Urban Development, and Related Agencies",Department of Housing and Urban Development,Community Development Fund,Imperial Centre Roof Replacement,NC,1040000.0,H,G. K. Butterfield,B001251,rep,Democrat,None,None,None,None,NC,0.5466175675392151,0,1,0,0,0,0,0,0,0,0,0,1
"Transportation, and Housing and Urban Development, and Related Agencies",Department of Housing and Urban Development,Community Development Fund,Highway 301 Corridor Revitalization,NC,1500000.0,H,G. K. Butterfield,B001251,rep,Democrat,None,None,None,None,NC,0.5466175675392151,0,1,0,0,0,0,0,0,0,0,0,1
"Transportation, and Housing and Urban Development, and Related Agencies",Department of Housing and Urban Development,Community Development Fund,South Raleigh Heritage Walk,NC,3000000.0,H,Deborah K. Ross,R000305,rep,Democrat,None,None,None,None,NC,1.2119803428649902,0,1,0,1,0,0,0,0,0,0,0,1
"Transportation, and Housing and Urban Development, and Related Agencies",Department of Housing and Urban Development,Community Development Fund,The North 24th Street Streetscape Improvements,NE,3000000.0,H,Don Bacon,B001298,rep,Republican,None,None,None,None,NE,6.136784553527832,1,0,1,0,0,0,0,0,1,0,0,0
"Transportation, and Housing and Urban Development, and Related Agencies",Department of Housing and Urban Development,Community Development Fund,"South Sioux City, Nebraska Wastewater Plant",NE,5000000.0,H,Adrian Smith,S001172,rep,Republican,None,None,None,None,NE,0.07730226963758469,0,0,0,0,1,0,0,0,0,0,0,0
"Transportation, and Housing and Urban Development, and Related Agencies",Department of Housing and Urban Development,Community Development Fund,Somersworth Fire Training Tower,NH,120000.0,H,Chris Pappas,P000614,rep,Democrat,None,None,None,None,NH,3.5924088954925537,1,0,0,1,0,0,0,0,1,1,1,1
"Transportation, and Housing and Urban Development, and Related Agencies",Department of Housing and Urban Development,Community Development Fund,Barrington Town Offices and Emergency Operations Center Construction,NH,1500000.0,H,Chris Pappas,P000614,rep,Democrat,None,None,None,None,NH,3.5924088954925537,1,0,0,1,0,0,0,0,1,1,1,1
"Transportation, and Housing and Urban Development, and Related Agencies",Department of Housing and Urban Development,Community Development Fund,North Country Council ‘‘Housing Ready’’ Program,NH,112500.0,H,Ann Kuster,K000382,rep,Democrat,None,None,None,None,NH,2.2265000343322754,1,1,0,0,0,0,0,0,0,0,0,1
"Transportation, and Housing and Urban Development, and Related Agencies",Department of Housing and Urban Development,Community Development Fund,Facility Construction and Rehabilitation,NJ,100000.0,H,Bonnie Watson Coleman,W000822,rep,Democrat,None,None,None,None,NJ,1.9333512783050537,0,0,0,0,1,1,0,0,0,0,0,1
"Transportation, and Housing and Urban Development, and Related Agencies",Department of Housing and Urban Development,Community Development Fund,Franklin Township Youth Center,NJ,1000000.0,H,Bonnie Watson Coleman,W000822,rep,Democrat,None,None,None,None,NJ,1.9333512783050537,0,0,0,0,1,1,0,0,0,0,0,1
"Transportation, and Housing and Urban Development, and Related Agencies",Department of Housing and Urban Development,Community Development Fund,Trenton Artwalk Project,NJ,500000.0,H,Bonnie Watson Coleman,W000822,rep,Democrat,None,None,None,None,NJ,1.9333512783050537,0,0,0,0,1,1,0,0,0,0,0,1
"Transportation, and Housing and Urban Development, and Related Agencies",Department of Housing and Urban Development,Community Development Fund,Dunhams Corner Road,NJ,1600091.0,H,Bonnie Watson Coleman,W000822,rep,Democrat,None,None,None,None,NJ,1.9333512783050537,0,0,0,0,1,1,0,0,0,0,0,1
"Transportation, and Housing and Urban Development, and Related Agencies",Department of Housing and Urban Development,Community Development Fund,Technology Access Points to Identify Residents At Risk of Food Insecurity and Issues Related to Social Determinants of Health,NJ,300000.0,H,Donald Norcross,N000188,rep,Democrat,None,None,None,None,NJ,0.5048707127571106,0,1,1,1,0,0,0,1,1,0,0,1
"Transportation, and Housing and Urban Development, and Related Agencies",Department of Housing and Urban Development,Community Development Fund,Telehealth Access to the Homeless,NJ,500000.0,H,Donald Norcross,N000188,rep,Democrat,None,None,None,None,NJ,0.5048707127571106,0,1,1,1,0,0,0,1,1,0,0,1
"Transportation, and Housing and Urban Development, and Related Agencies",Department of Housing and Urban Development,Community Development Fund,Training for Seniors in the use of Technology,NJ,250000.0,H,Donald Norcross,N000188,rep,Democrat,None,None,None,None,NJ,0.5048707127571106,0,1,1,1,0,0,0,1,1,0,0,1
"Transportation, and Housing and Urban Development, and Related Agencies",Department of Housing and Urban Development,Community Development Fund,Restoration of Benjamin Cooper Tavern,NJ,500000.0,H,Donald Norcross,N000188,rep,Democrat,None,None,None,None,NJ,0.5048707127571106,0,1,1,1,0,0,0,1,1,0,0,1
"Transportation, and Housing and Urban Development, and Related Agencies",Department of Housing and Urban Development,Community Development Fund,Bennett Avenue Affordable Housing Construction,NJ,3000000.0,H,Mikie Sherrill,S001207,rep,Democrat,None,None,None,None,NJ,3.1138453483581543,0,1,1,1,0,0,0,1,1,0,0,1
"Transportation, and Housing and Urban Development, and Related Agencies",Department of Housing and Urban Development,Community Development Fund,Degnan Park—Senior Citizens Park Improvements Project,NJ,250000.0,H,Mikie Sherrill,S001207,rep,Democrat,Cory A. Booker,B001288,sen,Democrat,NJ,3.1138453483581543,0,1,1,1,0,0,0,1,1,0,0,1
"Transportation, and Housing and Urban Development, and Related Agencies",Department of Housing and Urban Development,Community Development Fund,PAL Fields Recreational Lighting Project,NJ,649000.0,H,Mikie Sherrill,S001207,rep,Democrat,Cory A. Booker,B001288,sen,Democrat,NJ,3.1138453483581543,0,1,1,1,0,0,0,1,1,0,0,1
"Transportation, and Housing and Urban Development, and Related Agencies",Department of Housing and Urban Development,Community Development Fund,Direct Services to Residents,NJ,600000.0,H,Donald Norcross,N000188,rep,Democrat,None,None,None,None,NJ,0.5048707127571106,0,1,1,1,0,0,0,1,1,0,0,1
"Transportation, and Housing and Urban Development, and Related Agencies",Department of Housing and Urban Development,Community Development Fund,South Brunswick Library Expansion,NJ,405000.0,H,Bonnie Watson Coleman,W000822,rep,Democrat,None,None,None,None,NJ,1.9333512783050537,0,0,0,0,1,1,0,0,0,0,0,1
"Transportation, and Housing and Urban Development, and Related Agencies",Department of Housing and Urban Development,Community Development Fund,Milling and Resurfacing of Second Avenue and Third Avenue,NJ,250000.0,H,Tom Malinowski,M001203,rep,Democrat,Robert Menendez,M000639,sen,Democrat,NJ,1.4893165826797485,1,0,0,1,0,1,0,0,0,1,1,1
"Transportation, and Housing and Urban Development, and Related Agencies",Department of Housing and Urban Development,Community Development Fund,Borough of Fort Lee Streetscape Project,NJ,250000.0,H,"Bill Pascrell, Jr.",P000096,rep,Democrat,Robert Menendez,M000639,sen,Democrat,NJ,0.6935726404190063,0,0,0,0,1,0,0,0,0,0,0,1
"Transportation, and Housing and Urban Development, and Related Agencies",Department of Housing and Urban Development,Community Development Fund,Chambres Park Improvement,NJ,2541600.0,H,Tom Malinowski,M001203,rep,Democrat,None,None,None,None,NJ,1.4893165826797485,1,0,0,1,0,1,0,0,0,1,1,1
"Transportation, and Housing and Urban Development, and Related Agencies",Department of Housing and Urban Development,Community Development Fund,Borough of Wharton Public infrastructure improvements on Washington Street,NJ,250000.0,H,Tom Malinowski,M001203,rep,Democrat,None,None,None,None,NJ,1.4893165826797485,1,0,0,1,0,1,0,0,0,1,1,1
"Transportation, and Housing and Urban Development, and Related Agencies",Department of Housing and Urban Development,Community Development Fund,Central Avenue Spray Park Project,NJ,250000.0,H,"Donald M. Payne, Jr.",P000604,rep,Democrat,Cory A. Booker,B001288,sen,Democrat,NJ,0.9532414674758911,1,0,0,1,0,1,0,0,0,1,1,1
"Transportation, and Housing and Urban Development, and Related Agencies",Department of Housing and Urban Development,Community Development Fund,Youth Engagement and Community Development,NJ,404650.0,H,"Donald M. Payne, Jr.",P000604,rep,Democrat,None,None,None,None,NJ,0.9532414674758911,1,0,0,1,0,1,0,0,0,1,1,1
"Transportation, and Housing and Urban Development, and Related Agencies",Department of Housing and Urban Development,Community Development Fund,Little Egg Harbor Township Recreation Complex Field Rehabilitation,NJ,1000000.0,H,Jefferson Van Drew,V000133,rep,Republican,None,None,None,None,NJ,0.46236443519592285,1,0,0,1,0,1,0,0,0,1,1,0
"Transportation, and Housing and Urban Development, and Related Agencies",Department of Housing and Urban Development,Community Development Fund,Trenton Wharf Flood Resilience Park Project,NJ,1000000.0,H,Bonnie Watson Coleman,W000822,rep,Democrat,None,None,None,None,NJ,1.9333512783050537,0,0,0,0,1,1,0,0,0,0,0,1
"Transportation, and Housing and Urban Development, and Related Agencies",Department of Housing and Urban Development,Community Development Fund,Renovation and Upgrade Project for Historic Perth Amboy Public Library,NJ,1500000.0,H,"Frank Pallone, Jr.",P000034,rep,Democrat,None,None,None,None,NJ,1.5923055410385132,0,1,0,0,0,0,0,0,0,0,0,1
"Transportation, and Housing and Urban Development, and Related Agencies",Department of Housing and Urban Development,Community Development Fund,Readington Township Public Works Garage Enhancement,NJ,750000.0,H,Tom Malinowski,M001203,rep,Democrat,None,None,None,None,NJ,1.4893165826797485,1,0,0,1,0,1,0,0,0,1,1,1
